latitud,longitud,price,beds
45.50884,-73.58781,429000,2
45.50884,-73.58781,429000,2
45.50884,-73.58781,425000,4
45.50884,-73.58781,424900,2
45.50884,-73.58781,420000,4
45.50884,-73.58781,420000,2
45.50884,-73.58781,419000,3
45.50884,-73.58781,419000,2
45.50884,-73.58781,410059,2
45.50884,-73.58781,400000,5
45.50884,-73.58781,399500,3
45.50884,-73.58781,399000,4
45.50884,-73.58781,399000,6
45.50884,-73.58781,396000,1
45.50884,-73.58781,385000,4
45.50884,-73.58781,380000,12
45.50884,-73.58781,380000,4
45.50884,-73.58781,379900,3
45.50884,-73.58781,379000,2
45.50884,-73.58781,375000,4
45.50884,-73.58781,374900,3
45.50884,-73.58781,372383,2
45.50884,-73.58781,369900,3
45.50884,-73.58781,359000,2
45.50884,-73.58781,359000,5
45.50884,-73.58781,355740,2
45.50884,-73.58781,350000,2
45.50884,-73.58781,350000,1
45.50884,-73.58781,349000,1
45.50884,-73.58781,345000,3
45.50884,-73.58781,339000,3
45.50884,-73.58781,339000,3
45.50884,-73.58781,330000,2
45.50884,-73.58781,329000,2
45.50884,-73.58781,329000,2
45.50884,-73.58781,320000,1
45.50884,-73.58781,319000,2
45.50884,-73.58781,309000,3
45.50884,-73.58781,299000,2
45.50884,-73.58781,289900,2
45.50884,-73.58781,289000,2
45.50884,-73.58781,286000,3
45.50884,-73.58781,285000,5
45.50884,-73.58781,279000,4
45.50884,-73.58781,278900,2
45.50884,-73.58781,274900,2
45.50884,-73.58781,269000,3
45.50884,-73.58781,260000,12
45.50884,-73.58781,245000,3
45.50884,-73.58781,229000,2
45.50884,-73.58781,224900,3
45.50884,-73.58781,219000,2
45.50884,-73.58781,219000,2
45.50884,-73.58781,217000,2
45.50884,-73.58781,199000,12
45.50884,-73.58781,189800,2
45.50884,-73.58781,169900,2
45.50884,-73.58781,158900,2
45.50884,-73.58781,154000,2
45.50884,-73.58781,150000,1
45.50884,-73.58781,150000,1
45.50884,-73.58781,130000,2
45.50884,-73.58781,95000,2
45.50884,-73.58781,75000,1
45.50884,-73.58781,75000,3
45.50884,-73.58781,68000,2
45.50884,-73.58781,60000,2
45.50884,-73.58781,60000,4
45.50884,-73.58781,55000,3
45.50884,-73.58781,50000,3
45.50884,-73.58781,38000,3
45.50884,-73.58781,5000,12
45.50884,-73.58781,5000,2
45.5088421,-73.7934967,995000,5
45.5089058,-73.7203488,549000,2
45.5089123,-73.720128,629900,3
45.5090213,-73.7221702,2797000,7
45.5092144,-73.5766219,439000,2
45.5092986,-73.6310418,169000,1
45.5093072,-73.5517785,6250000,6
45.5093162,-73.6871371,414900,2
45.5093435,-73.897593,710000,4
45.5093603,-73.7174715,450000,2
45.5094235,-73.8661756,819000,5
45.5094356,-73.7296626,1799000,5
45.5094845,-73.8469176,369000,5
45.5094972,-73.5612597,618000,2
45.5095677,-73.6381648,1369000,4
45.5095711,-73.7265799,2158000,4
45.5096833,-73.7263864,798000,3
45.5096833,-73.7263864,579000,2
45.5096853,-73.7343328,369000,2
45.5097579,-73.8377862,379000,5
45.5098131,-73.8682847,1295000,4
45.5098131,-73.8682847,1196000,5
45.5098131,-73.8682847,1012400,5
45.5098131,-73.8682847,881160,4
45.5098131,-73.8682847,828000,4
45.5098131,-73.8682847,806000,5
45.509834,-73.5672844,489000,2
45.509834,-73.5672844,459800,12
45.509845,-73.6924845,649000,4
45.5098949,-73.557933,828000,3
45.5099149,-73.557978,997000,2
45.5099627,-73.7312805,1788000,4
45.5099857,-73.8475051,394900,4
45.5100692,-73.8476023,1099000,3
45.5101268,-73.7292769,849000,3
45.5102229,-73.5615501,399000,2
45.510244,-73.7131214,833800,4
45.5102894,-73.7305061,2395000,5
45.510345,-73.8041773,235000,2
45.510345,-73.8041773,230000,4
45.5103552,-73.5525022,399000,1
45.5103933,-73.7129372,769000,3
45.5104244,-73.5616717,329000,1
45.5104869,-73.5521541,875000,3
45.5105037,-73.8508717,995000,4
45.5105405,-73.7331833,309900,1
45.5106842,-73.7176872,445000,2
45.5107011,-73.55135,1949000,4
45.5107355,-73.5520084,724900,2
45.5107612,-73.5668235,638000,2
45.5107612,-73.5668235,488000,2
45.5107793,-73.8095283,355540,5
45.5107793,-73.8095283,349160,3
45.5107793,-73.8095283,346550,2
45.5107793,-73.8095283,341325,3
45.5107793,-73.8095283,333580,3
45.5107793,-73.8095283,307000,3
45.5107793,-73.8095283,272090,2
45.5108204,-73.6999353,509000,2
45.5108596,-73.6546457,3200000,6
45.5109349,-73.7176922,459000,2
45.5109733,-73.5510311,679900,1
45.5109961,-73.699997,599000,2
45.5110316,-73.5500557,2060000,3
45.5110316,-73.5500557,1875000,6
45.5110316,-73.5500557,1525000,2
45.5110316,-73.5500557,1522000,3
45.5110316,-73.5500557,925000,2
45.5110877,-73.705426,979000,3
45.5111327,-73.5752503,1195000,3
45.5111604,-73.7488676,1390000,5
45.5111759,-73.8494078,1099000,4
45.5111769,-73.5612405,495000,2
45.5112206,-73.5652683,475000,1
45.5112596,-73.8221573,169000,1
45.5112884,-73.5670508,492500,2
45.5113068,-73.6435834,3995000,5
45.511341,-73.8164455,500000,4
45.5113553,-73.7550954,1049000,10
45.5114994,-73.7497777,949000,5
45.5115509,-73.8049834,479900,3
45.5115751,-73.5539544,540000,3
45.5115751,-73.5539544,384000,3
45.5117744,-73.8121505,385000,3
45.5118858,-73.5497206,675000,2
45.512021,-73.6569922,1998000,4
45.5120341,-73.7506892,1669000,4
45.512058,-73.5565637,495000,1
45.5121093,-73.8092743,489000,2
45.5121344,-73.5495865,980000,12
45.5121344,-73.5495865,749000,2
45.5121393,-73.5688862,525000,2
45.5121393,-73.5688862,434500,1
45.5121846,-73.6815888,649000,3
45.5123244,-73.7253804,579000,3
45.5123275,-73.6064702,2895000,3
45.5123514,-73.6207261,1399000,3
45.5123536,-73.5505808,1239000,4
45.5124007,-73.5507565,603000,1
45.5124007,-73.5507565,599900,3
45.5125377,-73.5683808,869000,4
45.5126011,-73.8304272,399900,12
45.5126107,-73.8305249,358000,3
45.5126456,-73.8976719,3300000,4
45.512691,-73.5493,5499000,3
45.5126976,-73.8330216,419900,4
45.5128669,-73.5679789,758000,3
45.5129303,-73.8152754,314900,2
45.5130678,-73.6297885,939000,3
45.5130987,-73.658438,1028000,4
45.5131434,-73.5568156,499000,3
45.5131434,-73.5568156,499000,1
45.5132429,-73.7111603,369000,1
45.5133095,-73.6783739,949000,3
45.5133499,-73.8479932,1099000,3
45.5133507,-73.6093185,1899000,4
45.513474,-73.5511712,750000,3
45.5134963,-73.8259855,325000,2
45.5134982,-73.7086343,450000,2
45.51356,-73.7107671,673000,3
45.5136016,-73.8137493,329000,3
45.5136416,-73.8134338,369900,4
45.5136446,-73.5526549,749000,2
45.5136766,-73.5516922,315000,1
45.5137178,-73.8301264,499900,3
45.5137258,-73.5480087,5499999,3
45.5137258,-73.5480087,1599000,3
45.5137258,-73.5480087,1149000,4
45.5137258,-73.5480087,859000,3
45.5137258,-73.5480087,675000,1
45.5137258,-73.5480087,658000,12
45.5137258,-73.5480087,549000,1
45.5137258,-73.5480087,496000,1
45.5137729,-73.8102603,745000,4
45.5137843,-73.8249389,539000,3
45.5138276,-73.679573,749000,2
45.513877,-73.8159198,375000,3
45.5140766,-73.5513566,569000,2
45.5140784,-73.6056818,2999000,4
45.514115,-73.8041599,350000,1
45.5143776,-73.8344977,749000,4
45.5143798,-73.5534158,519000,2
45.5143989,-73.629265,499000,2
45.5144116,-73.5684548,3770000,6
45.5144616,-73.6288866,885000,3
45.5146075,-73.8132739,319000,4
45.5146427,-73.7131242,1298000,4
45.5146968,-73.6419392,470000,1
45.5147369,-73.5779974,524900,3
45.5148259,-73.5682076,725000,1
45.5148259,-73.5682076,449000,1
45.5150002,-73.552978,498000,1
45.5150224,-73.5708901,359000,1
45.515059,-73.5681121,635000,2
45.515059,-73.5681121,420000,1
45.5150819,-73.6578133,719000,3
45.5152409,-73.8069414,879000,5
45.5152744,-73.5563286,649000,3
45.5153258,-73.6510482,1859000,4
45.5153319,-73.8146839,749900,3
45.515449,-73.5720734,1250000,2
45.5155256,-73.7053946,639000,2
45.5155352,-73.6042551,3798000,5
45.515567,-73.8290813,215000,2
45.5155838,-73.8321095,650000,4
45.5155981,-73.6291873,530000,4
45.5155981,-73.6291873,425000,2
45.5156033,-73.6051257,2999999,6
45.5156235,-73.8618905,225000,3
45.5156707,-73.5533738,975000,4
45.5157919,-73.580777,1395000,1
45.5159963,-73.5549626,739000,2
45.5161022,-73.6248336,1349000,2
45.5161146,-73.8297701,229000,2
45.5161387,-73.5679613,699000,2
45.5161387,-73.5679613,599000,1
45.5161485,-73.6249373,1650000,2
45.5162608,-73.6077706,2795000,6
45.5162829,-73.6429846,3989360,3
45.5162829,-73.6429846,3542402,2
45.5162829,-73.6429846,3183620,3
45.5162829,-73.6429846,3121930,3
45.5162829,-73.6429846,3114900,3
45.5162829,-73.6429846,2931175,3
45.5162829,-73.6429846,2439250,3
45.5162829,-73.6429846,2376570,4
45.5162829,-73.6429846,2213880,3
45.5162829,-73.6429846,2147935,3
45.5162829,-73.6429846,2105593,2
45.5162829,-73.6429846,2079977,3
45.5162829,-73.6429846,2072175,3
45.5162829,-73.6429846,2004800,3
45.5162829,-73.6429846,1970100,2
45.5162829,-73.6429846,1437952,2
45.5162829,-73.6429846,922397,1
45.5163184,-73.6276597,1159000,5
45.5163632,-73.6534116,1995000,6
45.5164081,-73.5650763,747000,3
45.5164081,-73.5650763,399000,2
45.5164081,-73.5650763,365000,2
45.5164895,-73.681551,659000,2
45.5165677,-73.5820042,459000,3
45.5165792,-73.7316258,894000,3
45.5167106,-73.5761902,699900,2
45.516749,-73.6192813,1945000,4
45.5167771,-73.6268317,795000,3
45.5167771,-73.6268317,349000,12
45.5169123,-73.6246905,595000,3
45.5169322,-73.6138866,1099000,5
45.5169468,-73.5692126,395000,2
45.516997,-73.6263232,675000,3
45.5170173,-73.643348,1295000,2
45.5170809,-73.5944046,2249000,3
45.5171216,-73.5713321,569000,2
45.5172567,-73.8859234,799000,4
45.5172719,-73.589016,999000,3
45.5173363,-73.5761946,699900,12
45.5174724,-73.6787427,259900,1
45.5174876,-73.5543518,1198000,3
45.5174876,-73.5543518,550000,4
45.5174876,-73.5543518,449000,2
45.5174876,-73.5543518,398000,1
45.5174922,-73.5717179,600000,3
45.5175481,-73.6112532,575000,2
45.5176327,-73.6551941,199400,1
45.5176327,-73.6551941,169000,4
45.5176629,-73.6299287,1249000,3
45.5176727,-73.5706911,1199000,2
45.5178047,-73.7278948,469000,3
45.5179919,-73.6452256,1099000,4
45.5180847,-73.652384,940000,3
45.518215,-73.6341989,2350000,6
45.5182353,-73.6526183,1198000,2
45.5182368,-73.6105981,459000,2
45.5182428,-73.6188918,729000,3
45.5183322,-73.5578043,549500,3
45.5183546,-73.6333534,1950000,4
45.518378,-73.7254701,949000,3
45.5184023,-73.686269,535000,4
45.5184487,-73.5880211,999000,3
45.5184668,-73.6125816,1459000,6
45.5184721,-73.5753862,1399000,3
45.518533,-73.6531223,1649000,4
45.5186152,-73.5741592,450000,2
45.5187012,-73.5542587,549900,3
45.5187012,-73.5542587,342000,1
45.5187012,-73.5542587,339000,1
45.5188901,-73.6470541,1650000,5
45.518998,-73.7131823,574900,2
45.5190143,-73.622834,999000,3
45.5190501,-73.6181228,829000,4
45.519161,-73.5666513,925000,2
45.5192654,-73.5674525,585000,4
45.5192854,-73.5662022,489000,1
45.5192938,-73.5571122,451360,1
45.5194331,-73.6548505,719000,3
45.5194331,-73.6349831,1415000,3
45.519452,-73.8820503,1800000,3
45.519475,-73.6761614,549000,3
45.5194842,-73.5674663,949000,3
45.5195628,-73.6760461,649000,2
45.5196102,-73.6757827,749000,3
45.5196102,-73.6757827,749000,3
45.5196102,-73.6757827,688000,2
45.5196102,-73.6757827,599000,3
45.5196102,-73.6757827,595000,4
45.5198047,-73.6817182,579000,4
45.519884,-73.5813237,1450000,4
45.5200037,-73.6718554,309000,3
45.5200839,-73.558366,1375000,2
45.5201047,-73.581804,605000,3
45.5201185,-73.581834,605000,3
45.5201885,-73.5852446,689000,2
45.5202666,-73.6892131,439000,2
45.5202955,-73.5540382,935000,2
45.5203155,-73.6303949,789000,3
45.5204653,-73.5953072,575000,2
45.5205671,-73.7277175,599900,4
45.5206066,-73.5914164,1249900,3
45.5207088,-73.5505548,698000,3
45.5207088,-73.5505548,525000,3
45.5207088,-73.5505548,520000,2
45.5207116,-73.5793392,519000,2
45.5208034,-73.5987631,395000,2
45.5208076,-73.5607736,398000,3
45.5208872,-73.5548501,645000,3
45.5209017,-73.5780321,950000,3
45.5209887,-73.6103468,735000,5
45.5211701,-73.6994347,659000,4
45.5212563,-73.5718133,699000,3
45.5213085,-73.7324516,549000,4
45.5214055,-73.5528827,562900,2
45.5214055,-73.5528827,492900,2
45.5214994,-73.698566,488000,2
45.5215864,-73.6737082,725000,2
45.5217388,-73.5830104,1495000,2
45.5218142,-73.588786,75000,11
45.5220343,-73.6068143,424000,3
45.5220569,-73.575867,1289000,2
45.5221145,-73.6692922,895000,3
45.5221145,-73.6692922,695000,3
45.5221145,-73.6692922,559000,3
45.5221931,-73.5569348,279900,1
45.5222623,-73.6144638,575000,2
45.5223315,-73.6706342,549500,2
45.5224822,-73.6252172,975000,11
45.5224907,-73.6155365,699000,2
45.5225196,-73.6155106,572000,2
45.5225462,-73.6966246,479900,4
45.5226766,-73.7367261,1349000,5
45.5227941,-73.7240628,459900,3
45.5229343,-73.6723712,419000,2
45.5229371,-73.586447,899900,3
45.5230416,-73.6923054,888888,2
45.5230624,-73.6162707,549000,2
45.523102,-73.7377896,1149000,6
45.5231924,-73.5610035,1500000,12
45.5233656,-73.5891153,469000,1
45.523427,-73.7003219,389000,2
45.5234279,-73.7050109,598000,3
45.5234279,-73.7050109,550000,2
45.5234279,-73.7050109,358000,2
45.5234279,-73.7050109,356000,2
45.5234502,-73.5802952,990000,1
45.5234605,-73.5977228,599000,2
45.5234693,-73.6277173,1150000,4
45.5235242,-73.7247841,444900,4
45.5236193,-73.5960204,695000,2
45.523706,-73.6852048,479000,3
45.5237141,-73.7379158,649000,4
45.5237288,-73.5957978,489000,2
45.523866,-73.5630893,998000,3
45.5241191,-73.5636456,948000,3
45.5241294,-73.5781362,1849000,3
45.5241527,-73.7396392,898000,4
45.5242067,-73.5540113,445000,4
45.5242525,-73.5779434,749000,3
45.5243107,-73.6951942,525000,2
45.5243887,-73.5804881,639000,2
45.5244019,-73.5805169,659000,2
45.5244824,-73.5824473,474800,2
45.5245075,-73.6993577,349000,2
45.5245641,-73.5744819,389000,2
45.5246273,-73.7170305,449000,2
45.524629,-73.7326361,695000,1
45.524759,-73.7191657,875000,3
45.5247632,-73.6077498,549000,3
45.5248146,-73.7014607,839000,4
45.5248153,-73.7192783,629000,5
45.5248523,-73.6079497,449000,1
45.524971,-73.5904198,499000,2
45.5250028,-73.6060823,1075000,3
45.5250028,-73.6060823,1050000,3
45.5250693,-73.5974938,419000,1
45.5251605,-73.564553,229000,1
45.5251919,-73.5600598,399900,2
45.5252099,-73.638741,2250000,4
45.5252431,-73.7260722,899000,3
45.5255188,-73.5583048,479900,4
45.5257339,-73.586771,849000,2
45.5257339,-73.586771,699000,5
45.5257492,-73.5905955,1598000,1
45.5260915,-73.6047987,799000,2
45.5262858,-73.6246734,439000,2
45.5262858,-73.6246734,335000,1
45.5262858,-73.573725,599000,3
45.5263672,-73.7353502,1799000,4
45.5263893,-73.7290692,669000,4
45.5264076,-73.5836608,669000,2
45.5264965,-73.5774326,569000,3
45.5265037,-73.5781343,799000,2
45.5265628,-73.69456,639000,3
45.5265645,-73.5612394,1295000,6
45.5265661,-73.6459015,1498000,1
45.5266168,-73.7143793,589000,4
45.5266181,-73.5877842,1799000,3
45.52662,-73.6527,115000,2
45.52662,-73.6527,85000,3
45.5267353,-73.5584841,395000,1
45.5270609,-73.6902598,350000,2
45.5271185,-73.7345744,3750000,6
45.5271756,-73.7139923,449000,3
45.5272628,-73.6900952,389900,2
45.5272628,-73.6900952,352900,4
45.5273652,-73.6916855,719000,1
45.5275273,-73.5798009,2500000,12
45.5275416,-73.5910011,425000,2
45.5277588,-73.6128019,1399000,4
45.5278344,-73.7014748,164000,2
45.5278347,-73.5633224,1199000,3
45.5279134,-73.6237151,797000,3
45.5280634,-73.5870508,739291,3
45.5280805,-73.7058401,899000,5
45.5281676,-73.586047,529000,3
45.52823,-73.6677653,650000,1
45.5282417,-73.6986843,399000,3
45.528255,-73.6987052,319000,3
45.5283562,-73.6680487,569000,3
45.5284469,-73.6738115,889000,3
45.5285435,-73.5470108,1400000,3
45.5289626,-73.5771173,1499000,3
45.5290717,-73.5519906,849000,2
45.5292571,-73.6795277,350000,2
45.5292571,-73.6795277,279000,1
45.5293455,-73.5661248,359000,1
45.5294293,-73.6845844,324000,2
45.5294382,-73.5622756,449000,2
45.5294387,-73.674515,425000,3
45.5295712,-73.5714624,575000,2
45.5295718,-73.5713105,779000,3
45.5295843,-73.5714909,699000,2
45.5296106,-73.571548,575000,2
45.5296238,-73.5715766,699000,2
45.5299146,-73.6218845,299900,2
45.5299687,-73.6221907,250000,1
45.5302195,-73.7188853,849000,4
45.5304206,-73.6087432,888000,4
45.5304908,-73.5895947,995000,2
45.5304908,-73.5895947,850000,2
45.5304908,-73.5895947,649000,3
45.5304908,-73.5895947,559000,2
45.5305101,-73.5518164,359000,2
45.5306487,-73.5692514,275000,12
45.5306815,-73.5626112,488000,5
45.5307227,-73.6855744,598000,5
45.5307494,-73.5809717,1050000,2
45.5309422,-73.5710231,437000,2
45.5309498,-73.5831171,1365000,2
45.5311687,-73.722112,228000,2
45.5311691,-73.5810285,494700,2
45.5314407,-73.6184568,817569,3
45.5314407,-73.6184568,634050,1
45.5315398,-73.6780773,309000,2
45.5315856,-73.5844651,449000,2
45.5316177,-73.6132178,775000,2
45.5317705,-73.6441717,598000,2
45.5319554,-73.6417976,499900,4
45.5320597,-73.5601531,938000,2
45.5320838,-73.6193862,1590000,3
45.5321229,-73.7255039,379900,2
45.5323426,-73.6806793,429900,3
45.5323426,-73.6806793,349800,3
45.5323426,-73.6806793,234900,1
45.5323426,-73.6806793,192800,1
45.5323852,-73.5720596,374500,3
45.532404,-73.5795297,849000,2
45.5324251,-73.6934169,815000,3
45.5326154,-73.5971944,374900,2
45.5326727,-73.6161168,1950000,3
45.5327841,-73.6108969,500000,3
45.5329293,-73.6672177,398000,3
45.5331632,-73.5688844,1199000,4
45.5333782,-73.6792193,327500,3
45.5334069,-73.5694369,880000,4
45.5334199,-73.5538547,655000,1
45.5334224,-73.6791772,325000,3
45.5334346,-73.5671597,187000,1
45.5334836,-73.6946161,739000,3
45.5334938,-73.5665258,477495,12
45.5335161,-73.6914415,700000,3
45.533569,-73.6062197,999000,1
45.5335739,-73.6765757,239500,2
45.5336759,-73.5823719,1890000,4
45.5336968,-73.6724773,249000,1
45.533718,-73.6091041,339000,1
45.5338331,-73.5835798,369000,1
45.5338917,-73.5705065,1099000,3
45.5340546,-73.723558,225000,1
45.5341727,-73.5829593,310000,3
45.5341737,-73.6235743,649000,2
45.5341737,-73.6235743,385000,1
45.534222,-73.5991039,279000,1
45.5342847,-73.5561038,329900,2
45.5345591,-73.5879021,1375000,4
45.5346206,-73.7121871,569000,4
45.5346538,-73.5899764,540000,2
45.5347189,-73.6205445,524900,2
45.5347514,-73.6904594,529000,4
45.5349547,-73.5719987,579000,3
45.5351179,-73.5578779,439000,11
45.5351279,-73.5579014,419000,3
45.5352363,-73.5959833,390000,2
45.535401,-73.6199675,795000,3
45.535401,-73.6199675,425000,1
45.5355002,-73.5804971,1200000,12
45.5355041,-73.6104794,632000,2
45.5355258,-73.6171797,549000,2
45.5358001,-73.5828739,715900,4
45.5359663,-73.5808232,399000,1
45.5359833,-73.6096023,668000,3
45.5361164,-73.5701649,309000,2
45.5361261,-73.5506281,675000,2
45.5361414,-73.6912675,640000,4
45.5361913,-73.6908641,725000,4
45.5363392,-73.6014285,749000,5
45.5363711,-73.7134561,595000,6
45.5364036,-73.6877599,659000,4
45.5364876,-73.7208989,792000,4
45.5365016,-73.6688193,239000,3
45.5366822,-73.5686669,879000,2
45.5367262,-73.5611852,1395000,2
45.53682,-73.6950991,649000,3
45.53682,-73.6950991,499000,5
45.5368537,-73.6086931,875000,4
45.5371475,-73.549678,375000,4
45.5371475,-73.549678,319000,1
45.5372831,-73.5720588,299000,1
45.5373204,-73.6784471,238000,2
45.5373289,-73.5777561,899000,2
45.5374925,-73.6114716,349000,2
45.5377907,-73.6174664,899000,3
45.5379285,-73.5850578,699888,3
45.5380381,-73.6092565,795000,2
45.5380592,-73.6061972,1099000,3
45.5380592,-73.6061972,429000,2
45.5380716,-73.6670914,1249000,1
45.5383063,-73.5530183,429000,3
45.5384116,-73.7006619,779000,3
45.5384493,-73.552922,269000,1
45.5384998,-73.6085653,500108,2
45.5385062,-73.6731291,275000,2
45.5386004,-73.6733431,244800,2
45.5386331,-73.5525541,230000,12
45.5386522,-73.7071633,639000,2
45.5387561,-73.6833778,879000,4
